comment_id,author,text,like_count,published_at
UgyNUwVa4gTZhnFIKwJ4AaABAg,@crunchyroll,Watch JUJUTSU KAISEN here! got.cr/cc-jjkpv,8096,2025-08-31T17:16:32Z
UgyT9tdEPh45MO7z6Ct4AaABAg,@avbareyes6651,bro my uncle is going to see this he love anime jjk but he was waiting in S3,0,2025-11-10T02:52:48Z
UgyRfW1maTKGIEQNRxJ4AaABAg,@Roro_XQ,✨ Now let the game begin ✨,0,2025-11-09T23:59:40Z
UgzI1tWUJ_U7t8_0jwt4AaABAg,@TopeTope-je8cs,0:45 خير ليش يوتا شكله يختلف؟؟ ترا هو احلا من كذاااااا,1,2025-11-09T20:56:16Z
UgzQAaiLYXzefZvcIWp4AaABAg,@chrislm2019,Imagine gojo vs sukuna animated,3,2025-11-09T20:33:48Z
UgyoV3yzWzN4MYdBtnd4AaABAg,@teenonkahungama,Were is gojo,1,2025-11-09T18:30:37Z
UgyjbGVMILSa_9kbMot4AaABAg,@GrandDukePrinceAlexeiTsarevich,I was happy when I start watching JJK but not anymore because this show have already lose it meaning 😭,1,2025-11-09T16:49:05Z
UgzsE330fvlZT8L9xJt4AaABAg,@nilsseba2080,No anime can ever top season 2 it was just to good,1,2025-11-09T16:42:36Z
UgwZNI9RjpCJvZR68fp4AaABAg,@HNR_FF,Missing 😢 gojo ❤,1,2025-11-09T16:26:47Z
UgxKwq4IEPv8LWnmMB14AaABAg,@rubikssly2551,Let these people see their families jeez 😭🥀💔,1,2025-11-09T16:13:23Z
UgzccU0J0mimpY5HQNh4AaABAg,,Guys THIS WILL GET DELAYED JUST WATCH!,1,2025-11-09T16:05:43Z
UgxoEbYyYJkEcHS4ISR4AaABAg,@pawPatoes,also how rika didnt the curse break,2,2025-11-09T15:54:13Z
Ugw-4LYhXjR-9xg4TYF4AaABAg,@pawPatoes,YUJI IS EVERYONES BRO,3,2025-11-09T15:54:05Z
UgxvImcz0w7BBGVi45d4AaABAg,@KingEmuekpere,"peak, can't wait in 2 months time",2,2025-11-09T15:20:25Z
UgzxeJG-3f2Q8U-rNSV4AaABAg,@tamilasaultstatus8831,Cant wait,2,2025-11-09T14:57:12Z
Ugxz1jtspUG6Ugl1KC54AaABAg,@Light_46547,Is gojo vs sukuna in this season,0,2025-11-09T14:51:05Z
UgzJcVjVfC9AIrSFwat4AaABAg,@Earth221,November 7th is my birthday,2,2025-11-09T12:55:30Z
UgzhyTKA6KxF7K_1D5h4AaABAg,@RosaliaCardenasBlanco,Where’s my white haired blue eyes king? 😢 he could at at least had half of this trailer but I didn’t see him at all. His screen time must have really been cut off,1,2025-11-09T10:47:31Z
UgyhzqCnDQWh_kvWMiZ4AaABAg,@ShahabPjr-ct4in,Gojo,3,2025-11-09T10:28:34Z
UgyT1FuKZTmDH-5MbNV4AaABAg,@Assdestroyer0,Please make Choso a lot of screen time,2,2025-11-09T10:02:00Z
UgwbU3In-R3wApf8y154AaABAg,@kacper3786,damn quality is going down real fast,0,2025-11-09T09:56:39Z
UgyQ8ish1sNmvJB3Zg14AaABAg,@ChandrakantDhanve,Hindi dubbed release kro,1,2025-11-09T08:16:32Z
UgwMKHX64TKgkUSS6gZ4AaABAg,@MattPollock-f5r,This deserves more recognition.,1,2025-11-09T05:49:13Z
UgzDvp_cgLJyNANpEFt4AaABAg,@AllenDoan-q7c,"a trailer with animation, yes!!",2,2025-11-09T05:45:40Z
UgwM9SSWUxD7neeGmq54AaABAg,@carlwinstoniraya675,Let's GO!!!!!! mappa not gonna take a break on this year😂,2,2025-11-09T05:28:29Z
UgxM3-JeIfJXqC7c8qR4AaABAg,@chxos01ontwitch,okkotsu walks suprisingly fast,3,2025-11-09T04:46:39Z
UgzxQ5ZWd_JO035xkut4AaABAg,@Joshiboizzz,Just bring Gojo back 😭🙏,1,2025-11-09T00:26:50Z
Ugz61M_onrptP9P0Ocx4AaABAg,@Ensbfgnerfer-rn5ck,Honestly give more pay to mappa workers and just maybe we might get more chainsaw man and actual happy workers,0,2025-11-08T22:54:13Z
UgxiwLtdPwKpvD3d47p4AaABAg,@naiiu.0,The best forever,2,2025-11-08T20:42:14Z
UgwdY3xmkbMTnTvV0CJ4AaABAg,@zeroshadow9916,You know what I am afraid of... that the animation will be messed up like OPM...,0,2025-11-08T20:13:30Z
UgxuvBqWkFWvdo952tt4AaABAg,@anabelramirez6986,😍😍😍,1,2025-11-08T19:54:57Z
UgyPv6mDTbbHWt73RBp4AaABAg,@Waaytoomuch,"İt still hits hard, I've been waiting for two years and I'm sure it will be worth it.",1,2025-11-08T18:16:04Z
Ugzq5UWat9AWzxfEmoN4AaABAg,@siberiansylph,why is everyone so hot,2,2025-11-08T17:57:07Z
Ugw8hdWIqxTr98bQrmV4AaABAg,@hassannaseer3033,I want gojo come back❤,1,2025-11-08T17:18:52Z
UgxQamNmYVBDqArV9z94AaABAg,@catbladestudios,"Thr best line was
-lets go rika-",1,2025-11-08T15:44:42Z
UgwdItughTJWM254Z-x4AaABAg,@LakibunNessa,Can anyone knows whn it will release???,3,2025-11-08T14:42:55Z
Ugwh_RXZBngIIvEZfiV4AaABAg,@PihuuGour,"How could you , just how can you YOUTUBE DARE to hide it from me for WHOLE TWO MONTHS 😭😭😭😭😫",1,2025-11-08T14:00:00Z
UgwHq0yu3RiEJNrNyR14AaABAg,@nazbesttalon1044,"Super informative, learned a lot.",1,2025-11-08T13:16:12Z
UgxUCBtaecfu4C8RM0h4AaABAg,@HammadTasleem-o3l9x,"Whos here after the movie yall,its gna be so PEAKKK🔥🔥🔥🔥🔥🔥",2,2025-11-08T11:36:30Z
UgzWmuvxBKcY3y_hEu94AaABAg,@NetterLasell,You explained this perfectly.,1,2025-11-08T11:20:14Z
UgwR_lPEneyXttrkly94AaABAg,@MA5B,it feels lonely without our hero GOJO Satoro😢😢😢❤,1,2025-11-08T10:13:19Z
UgwQZ8ubBJaAzYsm9Xh4AaABAg,@cybermacgyver2000,"Colors, angles, animation, sound… this already is a masterpiece before it’s even released.",13,2025-11-08T09:40:25Z
UgwUty35XOqUitmgFVd4AaABAg,@alexclipz8381,Watching jujustu kaisan is the equivalent of being overstimulated 24/7,2,2025-11-08T09:02:34Z
Ugxpc1Oy0NY_TuenWjh4AaABAg,@TornadoElle_,"I dont understand how in last season the masters gave orders out and none of them solve the demon problem.. like shouldnt that be first on your list instead of suspending gojo and executing a human, bc they said his name and not the demons name 🤧",1,2025-11-08T08:48:04Z
UgyjXVvpfqOxK8NYGHp4AaABAg,@lixawiwi,Guys gojo is coming back this season right???,1,2025-11-08T08:10:02Z
UgzwsFylqbGCwubvRmV4AaABAg,@jesusmaddoxdh,This video was very entertaining.,1,2025-11-08T06:34:43Z
UgwMgNOhtcF0B5CHktZ4AaABAg,@faramuseee,2mcs,2,2025-11-08T05:44:48Z
UgxFj3GQQaF7f5PQ3Ox4AaABAg,@DodiePalua,This was very inspiring.,2,2025-11-08T02:38:43Z
Ugw_lMYlKZ2c4JbJqZN4AaABAg,@Pikachaser41,"Im definitely watching season 3 in japanese, cause this is peak and its just a teaser",2,2025-11-08T00:52:08Z
UgyWrUR2y5ZQ3QC2xKp4AaABAg,@FallynCabbil,This was so much fun to watch.,2,2025-11-08T00:50:07Z
Ugz5Mvuap4-BiGUht3R4AaABAg,@noureb3833,Why i have Bleach vibe with this anime ?,2,2025-11-08T00:32:56Z
UgxZ7sT_hgtqjuKe4w54AaABAg,@RehTheAan,"how did youtube hide this from me for 2 months, i've been waiting for this since early 2024",1,2025-11-07T23:28:54Z
UgwbtSu86A9J6xv_LkN4AaABAg,@n_f_e75,"Ngl but the animation and drawings are cooked
We need something life   s1 animation and drawing it was goated ngl",0,2025-11-07T20:48:38Z
Ugwaa0fgfpSB7a_rOEd4AaABAg,@asterlight9353,Can't wait for maki to clean house if yall know what I mean,3,2025-11-07T20:44:20Z
UgweK6IYXJnWesGHlnJ4AaABAg,@someone-ql6pu,"Me: Free Animator, give them human right
* one frame man got animated
Me: ok, don't let Mappa animators see sun light",5,2025-11-07T19:35:11Z
UgzcdId4cnDdbdd6HF14AaABAg,@LSVHangweDzivhani,I am so glad i’m part of the percentage of people who enjoy anime,6,2025-11-07T19:07:06Z
UgxoO739mzFJGDww8It4AaABAg,@hyrom4510,Finally,2,2025-11-07T14:02:44Z
Ugx-B6vb55_8dmSNjC14AaABAg,@SANYAEDITH,We've been waiting for this for so long🤩,3,2025-11-07T13:55:57Z
UgzGpSQeI7ZIeJrNNGF4AaABAg,@EnmadoRokuro,0:11 OST 🙌❤,2,2025-11-07T13:20:12Z
Ugz2SxxkSIV0r4G1BqV4AaABAg,@Jasx_09,LET'S GO MAKI AND YUTA!!!!,3,2025-11-07T12:51:36Z
UgxPaC69coNdb_gjXnJ4AaABAg,@Anime_STAY15,Broo how am I only seeing this now!?!? 😭😭,8,2025-11-07T12:21:00Z
UgzhG6oQaa-4XVfMGB94AaABAg,@Samed97,"maybe the best teaser i ever seen.
the first track is fire.",1,2025-11-07T11:20:41Z
UgyVAIka781E_ysyCEN4AaABAg,@LOL_COMMENT786,Where is sukuna,2,2025-11-07T11:10:37Z
UgyGq9xZ-3UNnL4stzt4AaABAg,@Batmannx09,today is 7th november and i watch randomly,4,2025-11-07T06:24:45Z
UgwogMDoG_PdSeJehXl4AaABAg,@orifsalaev7656,Today...,1,2025-11-07T05:28:54Z
UgzSsYMPb081AByeGdN4AaABAg,@BhanuprakashGBP,We want gojo come back,2,2025-11-07T04:51:08Z
Ugz_UiPAR_SB3kaLZ8J4AaABAg,@Luckdoneya123,Why everyone hating the trailer its just a trailer and not very polished yet we be seeing the real deal when it release,2,2025-11-07T03:17:58Z
UgySyXgmYRGSLRIMaLt4AaABAg,@INMAITY,Yuta 🐼,1,2025-11-07T03:12:37Z
UgxUb8pp_Z_d756BrtR4AaABAg,@vrofficial123gaming,Now send mappa animators for break pls😢😅😂,0,2025-11-07T03:05:47Z
UgyAikXNLQaII4JxatB4AaABAg,@TristanYam-s7i,Jjk season 3 coming out in movies tomorrow 🗿,1,2025-11-07T03:02:18Z
Ugzjk-n_FdGNzedlh1R4AaABAg,@ludmilacoriacister4397,Ajjaja,1,2025-11-07T02:58:32Z
UgwlAVPTlFVVhbdwmEZ4AaABAg,@ludmilacoriacister4397,Cuando se estrena es que no se japonés,1,2025-11-07T02:58:21Z
UgzymQXuJbAglCUthIJ4AaABAg,@Goofiest_unboxer,I know I’m late but why is no one talking about how naoya is moving like a frickin speedster 1:06,3,2025-11-06T21:01:01Z
Ugy8-M2MhSJLXnPkiNh4AaABAg,@ابوفيصل-ل1ض,Theatrical release scheduled for Friday .November 7th. 2025 worldwide release datetba,1,2025-11-06T18:47:25Z
Ugy8w_NrQEYJ7mpCOAB4AaABAg,@PoncianoTurqueza,I just hope this season doesn't have dimming animation cz it's really hard to watch when that happens,1,2025-11-06T16:01:13Z
UgyYKdjrxqVD9SgEtt54AaABAg,@BaldCube,all the budget was put into maki and choso,4,2025-11-06T12:15:12Z
UgwJWvDGgvshuLPl8CJ4AaABAg,@KaisarSuki,ABSOLUTE TRAILER ✋😐✋,2,2025-11-06T12:11:54Z
UgwxQ98oQ5OQya5egMN4AaABAg,@Chozokko,CHOSOSOS KAMO,3,2025-11-06T07:04:58Z
UgzeK1BhApDKFCGiLBl4AaABAg,@PooreAnder,Can’t wait to see more.,1,2025-11-06T02:36:22Z
Ugy5H1wjjGJ3xh13sO94AaABAg,@oceanover287,I can't wait for Maki's moment !,4,2025-11-05T21:27:28Z
UgyoAvd1yPfnRkQroyp4AaABAg,@RodGbc,The Animation!!!!,2,2025-11-05T19:41:06Z
UgzykCpP7dfquP0kf_J4AaABAg,@CoreConnectOfficial,Guys… there’s no gojo appearance 😢,4,2025-11-05T09:46:07Z
UgxeoD0DrdX0k3pv-wV4AaABAg,@Alex-kingsoul,Almost 2026,2,2025-11-05T08:18:52Z
Ugza36zBZL-f238NfQV4AaABAg,@Storywalebaba404,2 days from now!,2,2025-11-05T07:28:08Z
UgxoRhHbcngbsnwk3rR4AaABAg,@RPWP_9597,Solo 15 días más y podré ver esto en el cine 😭💕,1,2025-11-05T07:13:46Z
Ugw1Rjc_MmOVIlf7N3N4AaABAg,@Aschuxetrri,My favourite show ❤❤❤,1,2025-11-05T07:00:52Z
Ugy8kce22cWXPnfXu1B4AaABAg,@habibplaystation4,after 1 month and I saw this video,1,2025-11-05T05:47:15Z
Ugy6Y7fHfXqk04GbzLl4AaABAg,@ktchelseafamily3314,Cute,1,2025-11-04T23:31:08Z
Ugw8PjB13vRF6PDLdd54AaABAg,@uzairstube,"I'm thinking about unsubscribing from Crunchyroll Fan because many animes are incomplete or not dubbed with the same quality as the original—especially the Hindi dubbed versions. A lot of popular titles are missing or unavailable, including major ones like Attack on Titan. My experience hasn't been great. Before subscribing, I expected the platform to deliver the maximum experience for every anime, something truly exceptional. But now, I'm honestly not happy.",2,2025-11-04T18:42:47Z
UgyDyJIjvuKLpnAO6Lp4AaABAg,@THETHINGIES,Can’t wait for Toji 2.0,2,2025-11-04T10:30:52Z
UgyGH1zv-xv8jCbqQ114AaABAg,@HrsidhBdisfj,So creative and unique.,1,2025-11-04T08:59:22Z
UgwKksgMEe6A5wnf7It4AaABAg,@lanhau-e5n,Really enjoyed the music choice.,1,2025-11-04T08:39:55Z
UgxmGc501DmfVxIj-NV4AaABAg,@Airobotyoutube,"Hey take more and more time for animation but please make best animation don't make like   opm series , if your animation is not good I curse you",2,2025-11-04T08:08:47Z
Ugxm8aSk_jT8z5tbbLx4AaABAg,@leelandgopher4216,"Bro I’m just seeing this now, I cannot wait ❤",2,2025-11-04T05:36:57Z
Ugwwewi_1KnvQSb8ao94AaABAg,@phyco_god104,"What is you fav character brothers 😎 
I love Satoru Gojo 💙",3,2025-11-04T05:18:13Z
UgzmETfyCXquwpzedZN4AaABAg,@phyco_god104,Wow ❤,2,2025-11-04T05:17:24Z
UgzgzbI-1IBmnA3UjPB4AaABAg,@Kuriitto,Grifvoid ya va a poder comer de nuevooo aaaaaa!!,1,2025-11-04T04:40:47Z
UgzwtsuI7Ld3XvMdULF4AaABAg,@cender4357,So not chainsawman season 2 in 2026😢???,0,2025-11-04T04:36:23Z
Ugy1DFxAI0ESzrV6Hud4AaABAg,@doublelife99,OBJECTION! EVERYONE COME BACK WE'RE HAVING A RETRIAL!,2,2025-11-04T02:47:38Z
Ugwp0xdWvVLNMxIS7VJ4AaABAg,@usi395,Im so hyped for the game arc,1,2025-11-04T01:51:15Z
UgxnOnw-2egRkB3HPgl4AaABAg,@Anomaliesinmyhead,Those animators are never going home,1,2025-11-04T01:29:15Z
Ugz68j1pmraMEcw821V4AaABAg,@abdulmusawar2551,3 days left,1,2025-11-03T20:14:47Z
UgxIPPcpvDXTZfcERzF4AaABAg,@sorasora24-i5n,Sukuna is already dead.Sukuna is already dead.Sukuna is already dead.Sukuna is already dead.Sukuna is already dead💀💀💀💀💀💀💀💀☠️💀💀☠️☠️💀☠️💀☠️💀👻💀☠️👻👻💀💀,1,2025-11-03T14:42:48Z
Ugzv8RuzZKGgHZDNQb94AaABAg,@MRINKYANIMATES,hid this from me for 2 months btw,1,2025-11-03T11:44:23Z
UgyM4SGPPt6RRkzJvDZ4AaABAg,@choco6002,"""MAPPA kumusta na di na tayo laging nagkikita..."" - SB19",1,2025-11-03T11:26:00Z
UgyNDHO-pssVUsd7dCB4AaABAg,@ReaIHuman,Nice to see the management at MAPPA doubled the beatings for their animators. You can see your family at your funeral.,1,2025-11-03T11:14:40Z
UgzB0JWJGzspxltxcO54AaABAg,@OliBovaRep,nice,1,2025-11-03T10:55:40Z
UgwuUJtkPRYaWc-56vF4AaABAg,@DanzerYes-d8s,4 days left,1,2025-11-03T06:15:34Z
UgzYIDmUKNIywACXKlp4AaABAg,@kirubaiv9256,I am waiting for January 2026 ...,3,2025-11-03T06:04:32Z
Ugzn5fTpNxYSwYvVpDp4AaABAg,@KattHaldi,Can’t wait for the next upload!,1,2025-11-03T05:32:42Z
Ugzpq5f2Dj9ILdLPNkJ4AaABAg,@luciferdevil-xu1tz,Im waiting to see maki turning toji,1,2025-11-03T05:07:48Z
Ugz_RpHVhC3s6JLOCH54AaABAg,@user-nr5jb1ty6l,This season is going to be generational 🔥,2,2025-11-03T01:16:26Z
Ugx1mEhW0W0OtpuaBh54AaABAg,@culsud,THAT MUSIC,4,2025-11-03T00:31:52Z
UgzrLNRPSQK-rbLTUIB4AaABAg,@ekonapalm,Imagina essa animação no Saitama,0,2025-11-02T23:58:17Z
Ugwu-EzNKq9t_frJxBN4AaABAg,@nestororcajo1693,Is...... Godd,3,2025-11-02T20:06:48Z
UgxeHYLpCxK6o4GBsup4AaABAg,@fokerfakerfuker,"awesome anime but 2 years per season is abit much.
I ll watch everything when it completed in 10 years time",0,2025-11-02T19:04:53Z
Ugxeh-1m4ExQB1QxucJ4AaABAg,@arsenalgo111,im recreating this on roblox studio,1,2025-11-02T17:44:24Z
UgxrsbIYVfDk78dNanB4AaABAg,@babalpoyolebih3343,KOTE MIA ANIME. BODO TAK BEST,1,2025-11-02T16:11:40Z
UgwlAEZFWKjBX1U9lCR4AaABAg,@PragatiAher-g3y,Pls gojo back,1,2025-11-02T14:55:52Z
Ugya6ci2xxkPDQuKQpp4AaABAg,@Игроман_жёски,Имба,1,2025-11-02T14:25:45Z
UgxHpSI0dNWP59RFKKp4AaABAg,@SAFIYYAAAISYAHBINTIJONAIDIMoe,Finally 💔,1,2025-11-02T11:01:18Z
UgwF1CPNtp-UZdREPIp4AaABAg,@artikaushik6652,My Megumi is in danger,3,2025-11-02T04:31:39Z
UgyV7EPyoNToYrduJqB4AaABAg,@ANDREWSZURAN,I miss gojoooooooo,2,2025-11-02T00:17:28Z
Ugy7AIZOf199xKuzZN54AaABAg,@JaureguiJauregui-p1e,😢 EZ,1,2025-11-01T23:57:30Z
UgxI5bKjMGAWPv2ZDBV4AaABAg,@euroseasonnn,"Весь сезон Сатору не будет, это тильт 😭😭😭",2,2025-11-01T22:40:18Z
UgyqC1rQabelLmO3t8J4AaABAg,@Wix11ven,We're getting JJK Season 3 before Spiderman: Beyond the Spider-Verse 💀,1,2025-11-01T20:44:30Z
UgxfM7RnTS37FQvrVPR4AaABAg,@mukeshbhil6144,Really enjoyable content.,1,2025-11-01T20:42:22Z
UgznFDc6g4psH_VZ-sV4AaABAg,@Unique2716,Want Gojo's come back too badly,4,2025-11-01T17:38:50Z
UgxAm3uvj_W0K7UrUL14AaABAg,@lakshaygulati6670,wheres mei mei,3,2025-11-01T14:58:16Z
UgxOruBpfc0NvRzIb1x4AaABAg,@scoobydoobymarmot,🔥🔥,1,2025-11-01T14:18:07Z
Ugw2iJLvDpmt3v0kqnZ4AaABAg,@lyrics-sd,"WE ARE NOT HEROES, WE ARE JUJUTSU SORCERERS!",2,2025-11-01T13:42:52Z
UgzBw2EpAS6KcOHypTF4AaABAg,@jellygang30,HOLY FCKING PEAK,2,2025-11-01T13:25:35Z
UgyxIvNpsgQYJhro3el4AaABAg,@EdsheeranAnimelover,I ACTUALLY CANT WAIT!!!!,3,2025-11-01T04:01:01Z
UgyJoMkQhd3Hb_W-6Pd4AaABAg,@dellahjs6504,Haaaaaa,1,2025-11-01T03:22:31Z
Ugyp5NGSOJyTx9SLGNZ4AaABAg,@MateoBrichetti,corrrrrrrttaaaa wacho,1,2025-11-01T01:02:43Z
UgxyCLmlqDhgvzEAQmZ4AaABAg,@ArabiBower,You win the internet today.,1,2025-11-01T00:43:46Z
UgxT2lUGRdwvWEOimGd4AaABAg,@sparklesandmagicc,I wish this trailer was longer ❤,1,2025-10-31T22:00:37Z
UgyTRvavxUyFmusnY0N4AaABAg,@Popcat-uy2sq,WHERE IS THE GAMBLER,2,2025-10-31T17:11:14Z
Ugx7-fp-C1lYM_UbkLV4AaABAg,@BarışX017,Yuta looks like momo.,1,2025-10-31T16:44:27Z
UgxdHdOE0m5AK8upWx14AaABAg,@KatieVargas-x2c,"""I can't stay with everyone.""

-MAPPA animators to their families.",1,2025-10-31T09:51:01Z
Ugy6zAYhauHnk1Pr4F54AaABAg,@Actoncraft_Anime,Gojo ?,2,2025-10-31T09:24:08Z
UgxdLwBWHDe3EGaZWjN4AaABAg,@Lilninjaaaaaa,Yuta a bih 😂,1,2025-10-31T06:42:21Z
Ugw2qI9X4n7L64ikPEF4AaABAg,@funsparkz-j,"Bro I don't see sukuna anywhere,
Is I have miss something 😂😂😂",1,2025-10-31T04:30:14Z
UgzS9etgLJD7hLAJgB94AaABAg,@Emmanuel-k8t9t,VAS A CAER GEGE,1,2025-10-31T04:06:50Z
Ugyid3ssRnGxLOcUdJd4AaABAg,@lionellutajose9606,And blue lock ?,0,2025-10-31T00:54:06Z
UgzpHVgbNHm8GX9yTiB4AaABAg,@Shrzzzz,I wish One Punch got this kind of love..,2,2025-10-31T00:44:53Z
UgyDWQ1ugj3jkeAMEW54AaABAg,@Bloxxerrea,0:35 bro is 456💀,2,2025-10-31T00:00:52Z
Ugy-N5N1m5wpYWG3Qrx4AaABAg,@goingdark5592,🔥🔥🔥🔥,1,2025-10-30T23:19:25Z
UgxWwoAawG5NZVXXisR4AaABAg,@GreenConeGuy,"0:55 ""calendar"" whatever you say bro 🙏",1,2025-10-30T20:54:48Z
Ugz-bGAXCDKUEnElSJF4AaABAg,@angell.1783,Ts so peak🥹✌️,2,2025-10-30T19:47:28Z
UgwbrTULl4Vy-UfjRVN4AaABAg,@eduardolone8294,zzz este anime de verdaad.,1,2025-10-30T19:47:16Z
UgwbUenngZZroPXPKXN4AaABAg,@Lonerider1122,Why was this hiding from me for A WHOLE MONTH,1,2025-10-30T18:50:49Z
UgyKle8AS1elJETGZMB4AaABAg,@deep_logic,"La animación se ve de porquería, justo como la temporada 2. Al igual que One Punch Man, solo tiene una temporada buena 🤧",0,2025-10-30T17:21:07Z
UgyWLGxO2UTtpgP8Bax4AaABAg,@henrycurrent934,Anyone know what song this is? It goes hard,2,2025-10-30T17:14:50Z
UgyPWXcX8VGrex-FE7N4AaABAg,@anikatasnim-l4u,Sorry malla😭,2,2025-10-30T17:07:58Z
UgzJGHOxtiktnMe2Bml4AaABAg,@cxanadu,Gosh i cant wait,2,2025-10-30T16:53:16Z
Ugwny7oPKGozrMtz0Ld4AaABAg,@jamescollins2629,"Looks amazing, hopefully the do what Bleach did with the TBYW and fix some of the mangas shortcomings (Basically everything after Gojo vs Sukuna)",2,2025-10-30T16:02:27Z
UgzNCtWa-YEqfzq-4sF4AaABAg,@maureenbrown4941,I can't wait to see yuta okkotsu in the action and his changed,1,2025-10-30T14:49:50Z
UgzOzUXmXWPUyWwyof14AaABAg,@LuffyGaming_xyz,Anyone watch in Tamil,2,2025-10-30T13:27:45Z
UgxJo53gQ-Smc_e2Mbx4AaABAg,@ChúcNguyễnThị-o7j,Your energy is contagious.,1,2025-10-30T13:07:53Z
UgxtFo4CefmjADhEELR4AaABAg,@nahiidmia,I'm still confused. Is that movie or a series?,2,2025-10-30T11:48:07Z
UgwegLK9xSiviXl8_WV4AaABAg,@ekog2ul,Yuji vs yuta 2 mc,2,2025-10-30T11:05:39Z
UgxZDqpDBgutEKBSAfp4AaABAg,@SwelihleMasondoSimiingay-vr5wd,Mappa please next time treat the animators with the right conditions because this is pure artwork ❤,4,2025-10-30T10:13:26Z
Ugw6H2uRFWRjeemy2-54AaABAg,@adlrhm02,"Gojo is coming or not 
Plz tell i want to see him",1,2025-10-30T10:12:11Z
UgzaYmLShfttFNJ42LV4AaABAg,@SolidNua,Now that's worth of waiting! Unlike some animes 6 years wait to release only just a click bait.,1,2025-10-30T09:09:42Z
Ugwy6cXj7vd2TU-0XGF4AaABAg,@ferviesonalmiron7273,"Season 3 JJK animation looks fire

Now look at season 3 of OPM, its animation is way better (totally!)",3,2025-10-30T08:19:02Z
Ugwv1Ca31X2OdjRzCgl4AaABAg,@GreatestClippings,Cant wait to see Yuji's reaction to Rika,4,2025-10-30T07:52:54Z
UgyWIGKdSBSXbqCXbKd4AaABAg,@Bloodlust070,Boring script,0,2025-10-30T07:38:52Z
UgxzcaJTKPH2QniCef54AaABAg,@LMT_Light,Bumuka and his gr5 boosted self,1,2025-10-30T03:26:26Z
UgwMZujYee3xoE-oiIN4AaABAg,@J-Yess,cine,1,2025-10-30T01:35:00Z
UgyNxJ1cJaEKbao8MAN4AaABAg,@AverageGoofySeekChan,0:50 ARE WE GONNA SEE MEGUNA?????,1,2025-10-30T01:18:08Z
UgyjGfVN_Go4C_iEeEd4AaABAg,@TuanHa-d8t,Anyone else here because of the thumbnail?,1,2025-10-29T22:40:55Z
Ugz7Q4VA-_t_yqtmAcF4AaABAg,@anygameyt3413,Yuta bout to clean house in sendai😮‍💨,1,2025-10-29T16:54:06Z
UgxFFMSAnE1NdJhLn-h4AaABAg,@Jmoney20121,"I better see more itadori,  didnt watch last season because I could've cared less about the characters",0,2025-10-29T15:45:33Z
UgzEImShhRafkyauiNZ4AaABAg,@DAISUKl,mappa animators finally coming home to their families after 2 years of non stop work,1,2025-10-29T15:15:20Z
UgyLXmsy_3rKL7THDKJ4AaABAg,@NiginaArzoo,Master blaster,1,2025-10-29T14:32:50Z
UgxHKp96kCb2vwrRBPp4AaABAg,@PostmanIRL,Is this going to be the final season?,2,2025-10-29T12:53:33Z
Ugw0HREpqnEzhC1FFX94AaABAg,@rayanshmishra,FINALLY JUJUTSU KAISEN SEASON 3.I HAVE BEEN WAITING FOR SOOO LONG,2,2025-10-29T10:07:29Z
UgzYKfdl1uZMOd5X_Pl4AaABAg,@superts7237,Toji art still there 😢,1,2025-10-29T09:43:06Z
UgzGR5AdrdpXx643Avh4AaABAg,@rych9142,Can't wait for S3🎊🎊,2,2025-10-29T07:09:53Z
UgwuvqA3zBOBSne_YNp4AaABAg,@pavanajreddy6444,why yuta and yuji are fighting?,2,2025-10-29T07:06:11Z
Ugxr3517UOKoJh_2PnN4AaABAg,@sandy-cutz,Toji😈😔,2,2025-10-29T06:11:26Z
Ugwt-cBSamSnIyw49FZ4AaABAg,@Gulimeoytb,Please don't make this series in PowerPoint.,1,2025-10-29T05:16:11Z
Ugz955bCDheAf1saMP54AaABAg,@bhagyasooriyahetti,❤,1,2025-10-29T04:38:08Z
UgyOJQEWVUl0QCLwpFV4AaABAg,@KhajaAhmed-xy3jc,but gojo is not there in season 3 but we will be in some games,1,2025-10-29T02:49:48Z
UgwvmSO5jE-mN3L96sR4AaABAg,@GameTale-x6i,FINALY!!!!!!!!,2,2025-10-29T01:32:21Z
UgxXvdFQucsFnjyMOw54AaABAg,@Jasminebalami99999,😢😮 please I wish gojo saturo coming back,1,2025-10-29T01:22:26Z
Ugx7OptbJZG5YQn4WO94AaABAg,@darnellsinaswee8598,WE'RE SO BACK!!!,1,2025-10-29T00:52:42Z
UgxCgWn0tzT8NGmGuM94AaABAg,@Sev7n_7.,I waited for this for a long time 👍🏻✨️💞,3,2025-10-29T00:04:36Z
UgxKWIHJBPY5mK8jtkl4AaABAg,@alexanderharper7045,"Trailer music says it all, they cooked.",2,2025-10-28T23:15:11Z
UgyLkYOu4AGgyARQXON4AaABAg,@muhtasimc3767,where tf is jojo?,1,2025-10-28T23:13:29Z
Ugy6fm4yVil1O54AcLF4AaABAg,@DibBrew-dk9bh,Why tf am I just know seeing this a whole month LATE an of course the make itadori/ sukuana take out one of the strongest sorcerers,1,2025-10-28T22:00:03Z
Ugy0gRbi9bg5J8Ff9Pp4AaABAg,@Patjaydj,Bro there is no way it is going to be bad,1,2025-10-28T21:49:19Z
UgyPBI8Kp-hkKTiEfNV4AaABAg,@martingutierrez5391,,1,2025-10-28T19:16:52Z
UgzR0LQqrwftILsiUpx4AaABAg,@martingutierrez5391,wowowsiuuuuuu,1,2025-10-28T19:16:40Z
