comment_id,author,text,like_count,published_at
UgzyE17WwaeSMTXZLQh4AaABAg,@AhmedSalah-o4b1l,The animation I see it bad,0,2025-09-01T17:24:38Z
UgwT0wzD8iC91KxwN-54AaABAg,@jorgecostadesousa8882,Eita pohha ! Muito Hypado pra ver isso ❤⚔️,0,2025-09-01T17:23:42Z
UgycBtlvkcRN0PL6S1R4AaABAg,@BiswajitMitra-z8p,Both seasons won anime of year i am 98% sure this is gonna too,1,2025-09-01T17:20:00Z
Ugy2i2QGK1o5da7p5oZ4AaABAg,@ikesamv709,"Three fights I'm excited to see
Maki vs zenin clan
Maki vs noabito
Any of Yuta's fight",0,2025-09-01T17:19:44Z
Ugzhh_6y9IsqIvLiZEV4AaABAg,@for_emberlily,WE ARE SO BACK CHAT,4,2025-09-01T17:19:15Z
Ugx9kfa0lZSBHPXw_GF4AaABAg,@AjitIkkar,"The quality is peak, felt like a movie teaser, animation is so smooth its watering my mouth, great work done by Animation teams. Kudos.",0,2025-09-01T17:17:39Z
UgwzdCBsVWX5kgM1NLp4AaABAg,@Table-e3b,Where’s higuruma,1,2025-09-01T17:17:23Z
Ugz8YpRymOnhkzTzDn14AaABAg,@rahulkirtz,The maki is here,0,2025-09-01T17:16:02Z
UgwRISf1a0PQ1VtKNSx4AaABAg,@AnimeZE-T,Mappa animators not going home with this one 😍,0,2025-09-01T17:15:55Z
UgyN7FiVB9fYBks5brx4AaABAg,@Sebastian-noans,Kappa animator’s getting kidnapped with this one 🗣🗣🗣🔥,0,2025-09-01T17:15:22Z
UgxMpdRbJ1iy9y1RL814AaABAg,@NotTinBoi,lets gooooooo,2,2025-09-01T17:14:54Z
UgxIoDEasLgjtmTeoSp4AaABAg,@vicopete,"""So start by saving me, Itadori.""",6,2025-09-01T17:14:25Z
UgxmDuar_kSFRKCTryN4AaABAg,@Alphariusreal858,uffffff,0,2025-09-01T17:13:59Z
Ugy9IOLG739lRS10ZIh4AaABAg,@kusheditx_14,gojo?,0,2025-09-01T17:13:46Z
UgzinOUZePCfTyW1dPB4AaABAg,@Z4_NNN,I want quality like first arc mappa bro,0,2025-09-01T17:12:12Z
UgxG1p2nogpifq4YxP14AaABAg,@ahmedggm9226,0:44 😱,3,2025-09-01T17:11:58Z
UgyI0c7WXcFKGSi12N94AaABAg,@sheeklouch1992,dont know but its the end right ? dosent gimme that feeling.,0,2025-09-01T17:11:55Z
Ugy-Nh3g4_fSzkSsp914AaABAg,@Aditya-mx4ij,Genuinly a very  disappointing Animation 😔😔😔,0,2025-09-01T17:10:04Z
UgxWaB-nt7N8R-7u4IB4AaABAg,@AroxAgain,"""Itadori, you truly were... my jujutsu kaisen...""",373,2025-09-01T17:09:42Z
Ugy7Bsu3KDIZvJu5AB94AaABAg,@AmiHonex,no crei q sacarian mas,0,2025-09-01T17:09:26Z
Ugz15AR21GjI56AkFpB4AaABAg,@ThatguyIsMad-a,Mappa workers be like : huh whats a family,0,2025-09-01T17:09:09Z
UgzhRQoAanR01LlEJ4p4AaABAg,@iiblameLeon,Who is the man who is fighting with choso,0,2025-09-01T17:09:00Z
UgxcLwDcrhgNxoE5Wkl4AaABAg,@Mitnetsu-san,"Me siento mal por los animadores de MAPPA 😅




(WE ARE SO BACK!!!)",0,2025-09-01T17:08:17Z
UgxLsC7cl2RJ9ZkjWF54AaABAg,@SugarLemone,Will hakari and kashimoto be animated this season??,0,2025-09-01T17:07:59Z
UgzWiIu22njk1OG-Y6R4AaABAg,@freakofbooks,YEAHHHHH!!!!,0,2025-09-01T17:07:29Z
UgwSmyXveuES0t-7T6t4AaABAg,@metavibess,cant wait for yuta bro im gna bust when seeing maki like ts so peak 😩✌️,0,2025-09-01T17:07:25Z
Ugzfg6M_TydyVsvYkc94AaABAg,@Ranze_Kurona7,PEAK TRAILER AND THE ANIMATION IS SICKKKK🔥🔥🔥🔥🔥,1,2025-09-01T17:07:18Z
Ugz3aZEP-5JLvQc-8GR4AaABAg,@Sungjinwoo-g2d,we are bringing  gojo back with this one 😭😭😭😭,0,2025-09-01T17:07:12Z
UgxKAuiMQ_tbdpMG8XN4AaABAg,@starsar2084,"The background music is so good, is it an unreleased track?",0,2025-09-01T17:06:47Z
UgyHOxjO-CpWjJYR2_14AaABAg,@ecrint.o.p,reyal mi bu,0,2025-09-01T17:05:50Z
Ugz7Hnev_yTCUtJCp9N4AaABAg,@GiratinedGrom01,Yuji vs itadori gonna be willd🔥,0,2025-09-01T17:05:48Z
Ugw0b23r5KOs9HQ45Mh4AaABAg,@Nover7YT,"Nah i'd win/
-Yuji 
☠",0,2025-09-01T17:05:31Z
UgwxQGVKJ35ynSkbOrx4AaABAg,@AaditJain-t8l,LETSSS GOOO,0,2025-09-01T17:04:43Z
UgxE9i7bhA8EblhcIy54AaABAg,@MrShiinobi,Over 4 million views is actually insane for a Day! 🔥,1,2025-09-01T17:04:32Z
UgwYW2CIOj8z1FQU-a14AaABAg,@kefirchik7866,Бедный Мунлайтер 🥲,0,2025-09-01T17:03:35Z
Ugw23qpH9GwQKqX-hzF4AaABAg,@ChickenTanduri,"Increase your workers rice by 50g , that's gonna be their bonus",0,2025-09-01T17:03:22Z
UgzOj7xTNTBwLfrnqKN4AaABAg,@KiethWyeth,I my god! It’s so good!!!!!!!,0,2025-09-01T17:03:14Z
UgwKqHsWYvC8HBkyvtN4AaABAg,@JustAUserGG,"Were not heroes..
Were jujutsu sorcerers..
And jujutsu sorcerers are...",0,2025-09-01T17:02:46Z
UgylpQLi2dFM-Ho986d4AaABAg,@jamesstyles7414,Makiiiiiiiiiiiiiiiiiiiiii 😩all I need in life is,0,2025-09-01T17:02:38Z
UgwmdfvJWLRfWb17LNF4AaABAg,@cosmic_08hehe,This Abt too bee soo peak,0,2025-09-01T17:02:29Z
UgyXR5zAM8B2rI4WECx4AaABAg,@mah3n.0.0,"""We are not heroes, we're sorcerers"" 
Damn",2694,2025-09-01T17:02:02Z
UgzHvosfJZpVRbItaEB4AaABAg,@Megumi-Fushiguro-h5q,Megumi Voice🛐🛐🛐,0,2025-09-01T17:01:42Z
UgxP1VH43-UJ2_0b_bR4AaABAg,@prashant2840,Why does the animation look so weird and low quality ?,0,2025-09-01T17:01:10Z
UgzCW0l5nuuKyt8v0PB4AaABAg,@pearlabyssal,The animator’s families could wait. We need this. 😭😭😭😭😭😭😭😭😭😭😭,0,2025-09-01T17:01:03Z
UgycVCRM-Infwe2L1_14AaABAg,@chrissousa4685,"0:35 is this the actual setting, or did not finish the background in time?",0,2025-09-01T17:00:27Z
UgzzLWouFXnfifVxtUJ4AaABAg,@ROBLOXIDEA570,Yes yes,0,2025-09-01T16:59:58Z
Ugw2UFTHJkR_laoDEHZ4AaABAg,@belial-eyenash5876,insane fan animation,0,2025-09-01T16:59:53Z
UgzjKaViCfyPVjvlF6J4AaABAg,@THEHINDIEXPLAINERDC,Here We go 🎉,0,2025-09-01T16:58:44Z
Ugy6bU-qZYmqPRs2RO14AaABAg,@FzToon,"0:35 we are not horses 
         We are humans 
JJK😢copy thE squid game diologe",0,2025-09-01T16:58:42Z
UgzH59KmSDHQvz9UM7l4AaABAg,@IncredibleGassy6761,Gojo Vs Sukuna is gonna be so peak,0,2025-09-01T16:57:15Z
UgxjlI-P-eAbbneFXzV4AaABAg,@Rizzman471,Get ready for basically everyone dying 😔🥀,0,2025-09-01T16:56:45Z
UgwGn3C6P6pUs_68qUl4AaABAg,@SON_GOKU1986,☠️,0,2025-09-01T16:56:33Z
Ugz4KoUc8jdCE08GUOV4AaABAg,@clue3107,I love the music they chose for this. Suspenseful yet thrilling,0,2025-09-01T16:56:32Z
UgxkTm9AsiFM1kvN8Kl4AaABAg,@kirarikiyama,why does the animation look different or am i tripping,0,2025-09-01T16:56:13Z
Ugwbnz4A3oGpNG8bSyZ4AaABAg,@nicholaszuvian4638,WE CAN FINALLY BET ON HAKARI,0,2025-09-01T16:56:08Z
Ugw_NrVOcCBt2MM5YAp4AaABAg,@materialsnotfound,MAPPA animators are not gonna see their familes for a long time,2,2025-09-01T16:55:43Z
UgxvFIr2NzAMAJTUjXV4AaABAg,@jaydenadewunmi477,Let's gooo,0,2025-09-01T16:55:37Z
Ugwfxl9akGwAh6QXInx4AaABAg,@sqiful,YOOOOOOOOOOOOOOOOOOOO,0,2025-09-01T16:55:19Z
Ugx5fFXZcQTzzYEfTzB4AaABAg,@mahidsahariarmazumder2658,The culling games will be on a generational run😮‍💨😮‍💨,0,2025-09-01T16:53:57Z
Ugy0CaABGtJKgJ1_Rk94AaABAg,@mdabdulrazzak3909,Im very excited for jujutsu kaisen season 3 animation 😁😊,0,2025-09-01T16:53:45Z
Ugy2H_LmuoHtapf-Tcp4AaABAg,@nenahaha,HELLLLLLLLLL YEAAAAAAAAAAAAHHHHHHHH!! WE'RE SO BACK!!!!,0,2025-09-01T16:53:33Z
UgwJvDsKqcS9kg-712N4AaABAg,@jajazitou4835,Oh my god,0,2025-09-01T16:53:27Z
UgzufvXA050VExcWnUR4AaABAg,@KrzesoRecznikowe-wk5sf,SO FREAKING GOOD IM GONNA CRY,1,2025-09-01T16:53:26Z
UgwPN0nTgoN88R4yKcx4AaABAg,@B2S999,Today i see what i see 🧐🛸🛸🛸🛸🛸🛸,1,2025-09-01T16:53:03Z
UgwnO9BnQ17DlQKjQMJ4AaABAg,@RiyaSingh-v3t1w,Must bet they better use Judas as gojo and sukuna final fight song😂,0,2025-09-01T16:52:01Z
Ugyov-KKVApdd7CnFkt4AaABAg,@kabmehjabin,I don't if i'm wrong or not but the teaser animation for JJK feels like the animation of Dan Da Dan.,0,2025-09-01T16:51:58Z
UgwNs-CwmSFJRG9xW-54AaABAg,@user_is_lost,Feeling Bad For Animators 😢,0,2025-09-01T16:51:13Z
Ugw8tp_263sln-0u2NR4AaABAg,@Aaoowa,I cant wait for the jjk fandom to be reivied 120%,0,2025-09-01T16:50:50Z
UgzyBkaleJ0WxHcwvWZ4AaABAg,@rotegoistshorts,finally brooo,0,2025-09-01T16:50:40Z
Ugw2V7y7iSbjewNjzM94AaABAg,@MarufAhmed-v4g,The animation is not good.,0,2025-09-01T16:50:34Z
Ugyg7r9sdDAeiOY9UPB4AaABAg,@AYANOP6,mappa workers are in depression,0,2025-09-01T16:50:28Z
UgwgFs8bZY2J_nhYoeR4AaABAg,@tanhuenyinadam9111,So plain…,0,2025-09-01T16:50:16Z
Ugw0bkF6p2nq_Abubrx4AaABAg,@Lokineitor,I WAS HERE 🗣🔥🔥,1,2025-09-01T16:50:15Z
UgwPMaYSODNWQjrU7T14AaABAg,@justsomeannoyingredpanda,I can see the artists are going to use Naoya as an outlet for their Mahito drawings 🤭,0,2025-09-01T16:50:11Z
Ugy9z3luglyi2iUomLV4AaABAg,@AngPogiko-w4l,Gojo dead??,1,2025-09-01T16:49:30Z
UgwRpAmt0TMs7xLpsHN4AaABAg,@Sumit-ye8zk,Hindi mai bhi daal lo,0,2025-09-01T16:48:48Z
Ugy-kJhvi-MHY3I7XAx4AaABAg,@xenocam9145,the animation is peak but demon slayer animation is fire lol,0,2025-09-01T16:48:10Z
Ugw3YgnAMPD87lTN78V4AaABAg,@dankusmemeus7093,Mid has returned,1,2025-09-01T16:46:49Z
UgxsLwZSX2_bA_tU0Wp4AaABAg,@saikomind-x9,The ost alone is just 👨‍🍳 💋,0,2025-09-01T16:45:29Z
UgxznApdYzwcf5cgXrh4AaABAg,@thatKiDwhoLikesDinosaurs,We are BACK!!!,0,2025-09-01T16:44:29Z
UgzEifknjQwhY24nJdh4AaABAg,@holdmydrpepper,ITS COMINGGG,0,2025-09-01T16:43:21Z
UgzQUFfRFEC2SP1JixJ4AaABAg,@LOGVR,Yeaaaasssssss,0,2025-09-01T16:43:14Z
Ugy08JVeZgCt8moj_954AaABAg,@evaelfie2562,Maki❤,0,2025-09-01T16:41:45Z
UgyWzAzDlOHCNPFM_X94AaABAg,@bishundeo6977,Hhhhhh Boyyy !,1,2025-09-01T16:41:44Z
UgwS35t4M6Fq0eXV2CF4AaABAg,@gamerbusterhasreturned,5 minutes ago is glaze,0,2025-09-01T16:41:26Z
Ugy9y1csdjPC1YI2PYR4AaABAg,@umganço,the music has a kind of ena vibe,0,2025-09-01T16:41:21Z
Ugxt6Sn72u_T-A_S6K94AaABAg,@dino7x26,Animation 🤮,1,2025-09-01T16:40:57Z
UgxBzxa1t0-Di61NSC94AaABAg,@noah_fella,Mappa animators not seeing their family for decades to keep us entertained😊,0,2025-09-01T16:40:57Z
UgyHLAkZHzeCJ_2n03B4AaABAg,@FodasseGamer,Maki🥵🥵🥵🥵🥵😭😭😭😭😭,1,2025-09-01T16:40:22Z
UgwBBuy2S1WlJu1hq554AaABAg,@ejoman3002,My body is ready,0,2025-09-01T16:40:21Z
UgwjNR_WVDubmlFe-CB4AaABAg,@DavidLuis-c6c,Gojo not being in jutusu anymore 😕😕😕😕,0,2025-09-01T16:38:57Z
UgxGVaXRm86iXWbbYnl4AaABAg,@fdip8296,YESSS,0,2025-09-01T16:38:19Z
UgyDfowwgjh3WS8gOrV4AaABAg,@sillybutwille,I hope sukuna doesn't get 10030 thousand frames for just throwing a fire extinguisher!,0,2025-09-01T16:37:03Z
Ugwq0HBG1GixP34wImd4AaABAg,@kilby2277,Where's the funny man?,0,2025-09-01T16:36:50Z
UgzOXFEYZT6SFAoFke54AaABAg,@fakedevdutt,FKFKFKFKFKFK DAMNNNNNN ITTT,0,2025-09-01T16:36:38Z
UgwhqwJiub9oT1ipoLV4AaABAg,@malcomkarombo1593,Mappa workers ain’t sleepinn,0,2025-09-01T16:36:17Z
Ugy33Wi-ste8LosdVql4AaABAg,@fromangelanne,HUHU FIRST ANIME COMEBACK KO THIS HAHAHAHHAHA LET'S GO S3!!!,0,2025-09-01T16:36:05Z
UgwunNBZoqTsVuC0gPB4AaABAg,@_sergio1,MEU DEUS DO CEU ISSO VAI SER CINEMA NA SUA MAIS PURA FORMA PQP,0,2025-09-01T16:35:27Z
UgxS1NEO95p1wyOCxux4AaABAg,@memede827,"First infinity castle and now this, HELL YEAH!!",8,2025-09-01T16:35:11Z
UgwKer89KYYk-gHRTrJ4AaABAg,@Skfouji2004,Jjk ❎ lookism Manwa ✅🎥,0,2025-09-01T16:35:02Z
Ugz72BNQB-gJu-epXmB4AaABAg,@SonofAGunFrom410,This is where the downfall begins.,1,2025-09-01T16:34:18Z
UgzT-h_A1bNowQdvcGF4AaABAg,@MrarslanShaikh-of4mc,26 me to duniya khatam Hai,0,2025-09-01T16:31:40Z
UgwY-4wKRi1jVBMLsZB4AaABAg,@SkateCheese,"Welcome back to jujutsu, kaisen….",1,2025-09-01T16:30:31Z
UgwkYn6tWAp9Sb7nm4h4AaABAg,@shxn7-shxn7,no character reveals???,0,2025-09-01T16:30:17Z
UgxluKUhkzLp4mYG5cZ4AaABAg,@ChrissyVasquez-v1i,Yoooo,0,2025-09-01T16:30:15Z
UgyRlEodU-s_-Fc9C7h4AaABAg,@Rodraw-r3u,0:24 I don’t know where that hand is from in the culling games,1,2025-09-01T16:30:07Z
UgzcYdPoGT0tBFNHIN54AaABAg,@senngymarchal808,PEAK FIGHT IN COMING PEOPLE,0,2025-09-01T16:29:22Z
UgzlwIueL7G5vgd4tIt4AaABAg,@crusade6918,Shōta Goshozono please save us! Please save us Shōta Goshozono!,1,2025-09-01T16:29:09Z
Ugxt23Pwcjx0SKGe5Vt4AaABAg,@saeko_5106,"Can’t wait to see Yuta and Maki, they look incredible, ahhhh I’m just soo hyped",0,2025-09-01T16:28:58Z
UgzfCO-z8rQiYg5Ek4N4AaABAg,@chabuchuba5177,AHHHHHHHHH,0,2025-09-01T16:28:58Z
UgzDrSmAhhWNyscgXtJ4AaABAg,@rsp-x99,Animation is expected to be better this time.,1,2025-09-01T16:28:28Z
UgzYm-z-KsVi-CywX8B4AaABAg,@stormy3758,Them gojo edits are going to be popping off 😭,0,2025-09-01T16:27:59Z
UgzQ6jdLAu2ge1BhEgd4AaABAg,@moony_craft,"WE AREE SOOO BACKKK!!

THE JJK ERA HAS COMEEEE!",0,2025-09-01T16:27:29Z
UgzlV3tYYJqqNbIkfIB4AaABAg,@psih-pst,Они так и не поправили толком рисовку🤦,0,2025-09-01T16:26:33Z
Ugz1DU8Udvn5f1REurR4AaABAg,@Sureshu-y7e,Graphics left the chat,0,2025-09-01T16:26:27Z
Ugz3Z4NcSVYSYK7vyE14AaABAg,@NOROIII,Bro why the thumbnail is weirdly funny-?😭,1,2025-09-01T16:26:26Z
Ugzb3tmkEoVD3sPua_B4AaABAg,@4crying_outloud,I Hope this time the animators finally could take a break while animating every episodes,0,2025-09-01T16:25:28Z
UgzHQ28-nT-4Z-BZ5Dx4AaABAg,@indakamadanayaka7009,1st demon slayer and now THIS??!!😮😮😮 2025 and 2026 are gonna be peak😅😅😅😊,0,2025-09-01T16:25:17Z
Ugxsk0AXZRFmhwj3rCJ4AaABAg,@4crying_outloud,Welcome back to my beloved anime🥳,1,2025-09-01T16:25:01Z
Ugy_8NgozWa39KK_Yad4AaABAg,@Titan13NotUs,On bro mappa workers don’t remember what grass is,0,2025-09-01T16:24:02Z
Ugwd22smtI4UHN8eRcJ4AaABAg,@oom-7845,"the decision to have the zen'in massacre come RIGHT after yuki describing the ""distortions"" (aka. toji killing the star plasma vessel (iirc))",0,2025-09-01T16:23:55Z
UgzChar3eyNLS4R8rvJ4AaABAg,@SAFFIULLAHQURESHI,"NAH I HAD WIN 
CANT WAIT MORE FOR THAT MOMENT",0,2025-09-01T16:23:26Z
UgyDB8fEPiQ9Bhs0o0Z4AaABAg,@MrLegendaryofficial,yuta is looking like the villian and mc here,0,2025-09-01T16:23:14Z
UgwHF5bVVwpw1mEtIzZ4AaABAg,@panwladza32,NO WAY NO WAY,0,2025-09-01T16:22:03Z
UgxyxsjBaNwhnsXEHml4AaABAg,@songking7846,Gojo💀,0,2025-09-01T16:21:46Z
Ugz_DQK-QAzcVjQyTlR4AaABAg,@TEAMXTFT,peak!,0,2025-09-01T16:19:52Z
Ugy21K0G6caOXFWwczZ4AaABAg,@rayhanrajin9349,0:43 mappa catching their workers,0,2025-09-01T16:19:45Z
UgyllNPCKxMrAuTO6JZ4AaABAg,@ahmad911-i6e,holy peak💔💔,0,2025-09-01T16:17:22Z
Ugz5MHxGks3O83tO7hZ4AaABAg,@translator2008,lobotomy kaisen will reach new peaks,0,2025-09-01T16:16:52Z
UgxKxmzc1Kg9XVvUxAd4AaABAg,@cosmicv3407,"Look guys the arc were we actually learn something about the main character. 
Cant wait to see the rest at the actual final fight.",0,2025-09-01T16:16:37Z
UgzkWMWo-GBPUrDxkP14AaABAg,@unaliveshit,Is this gonna be a movie and then 'The culling game' arc as the season? Someone Please reply to this .,0,2025-09-01T16:16:09Z
UgxIpjrxRFuTlC_QHaJ4AaABAg,@malikfrank713,What is the song in the first half,0,2025-09-01T16:15:58Z
UgyKHUZ8KGHwWQLQPYd4AaABAg,@DaSomebody_2007,SO THAT WAS THE TWEET I SAW  AND IGNORED YESTERDAY ???????????',0,2025-09-01T16:15:43Z
UgytEbsa4XGXNuU93xZ4AaABAg,@ProGamer-sx1zt,Broooo let's go their movie is coming oneday before my birthday 😅,0,2025-09-01T16:15:29Z
UgzYK7UWRPVdC1RnQmB4AaABAg,@krypticjey,YESSSSSSSSSSSSSSSSSS,0,2025-09-01T16:15:05Z
Ugwcop-3SSeqAoe1uCx4AaABAg,@renukataye8159,🔥🔥🔥🔥,0,2025-09-01T16:14:26Z
UgyP13KtHa2_btRxQ-J4AaABAg,@SageTheChosen,Over 4 mil in a day?! Gotdamn!,0,2025-09-01T16:14:12Z
UgwiihnkaGtwr8Zi9N94AaABAg,@vinayvinayak6437,Tamil,0,2025-09-01T16:13:22Z
UgwxOgxOH9rCo-84GCR4AaABAg,@samierbas3356,Mc vs Mc 😅,0,2025-09-01T16:12:01Z
UgwKrAcdOKopVKt600F4AaABAg,@izechwilliams971,Peak has once again risen I cannot wait for this,0,2025-09-01T16:11:10Z
UgyzhYzOfVQNpxy-FpF4AaABAg,@FurretWalks,FINALLY MORE YUTA!!,0,2025-09-01T16:09:04Z
UgxeNguircAdEFieSyx4AaABAg,@Edblessm,Part 1 still gotta wait for part 2 😩,0,2025-09-01T16:08:18Z
Ugx0Z_ArY3UNiw56Wmh4AaABAg,@xcreator07,Finalllyyyyy☠️☠️,0,2025-09-01T16:07:43Z
UgyKaCW9alcBeOWGORt4AaABAg,@kingrock009m,This is gonna be fire,0,2025-09-01T16:07:31Z
Ugz7TI0z1J_7M9GOS7R4AaABAg,@TianaRudolph-e1k,Finally we have been waiting,0,2025-09-01T16:07:23Z
UgyKMoeYQsMw_er6Vhx4AaABAg,@himmason01,Gojo?,0,2025-09-01T16:07:08Z
Ugw5te15N9Wf-oL-hgp4AaABAg,@GOJO_SATURO4596,I see this 5 times,0,2025-09-01T16:06:29Z
UgwXplY9PNGGsuQ24Hd4AaABAg,@vannessaraska1490,i CANNOT wait to see sukuna get ganged up on,0,2025-09-01T16:06:11Z
Ugwd3XuHj7mDRgjKI1x4AaABAg,@arandompieceofidk,Mappa animators is the only people that ain't happy seeing this teaser😔,1,2025-09-01T16:06:08Z
UgyPt_B_kYBKy85HFS94AaABAg,@cursed_ferret,Naoya Zenin 😭😭❤️‍🔥❤️‍🔥❤️‍🔥🤌🤌🤌🤌,1,2025-09-01T16:05:08Z
Ugy5UlNcw1WGNW22H8d4AaABAg,@IamMoMo08,“We are not hero.We are Jujutsu soccers. Jujutsu soccers are…”ahhhh,0,2025-09-01T16:04:57Z
UgxRj3UjlkgdshAW31d4AaABAg,@sivashankar1668,"The strongest of history vs the strongest of today 


Waiting ❤❤❤❤",0,2025-09-01T16:04:47Z
UgyttULXzws9apuClUp4AaABAg,@mariapz101,WE ARE SOOOOOOO BACK,0,2025-09-01T16:04:39Z
UgwnmD2WfHgZozzcPLN4AaABAg,@NIKHIL_PLAY28,Ab maja aayega na bidu,0,2025-09-01T16:04:33Z
UgxyRGks1YJqB125I8x4AaABAg,@adeparipurna2256,GELO,0,2025-09-01T16:04:09Z
Ugxe4YZNs4nk_akbLdl4AaABAg,@ayToNic,Cant wait to see Maki go on her killing spree,0,2025-09-01T16:04:08Z
Ugx1k9YoumHxtjq_Q414AaABAg,@arandompieceofidk,"0:35 
We are not heroes
We are sorcerers
And sorcerers are..",0,2025-09-01T16:03:00Z
UgxZq8K_hp8ksAIaYiB4AaABAg,@nonstopmoons,Round 3 of Lobotomy Kaisen begins,0,2025-09-01T16:02:44Z
Ugxk8D6DFkIFDhbHpJV4AaABAg,@charlespaul727,No gojo,0,2025-09-01T16:02:25Z
UgyPxNAnSxh4IQLdEwx4AaABAg,@sxlmysticyt3931,YUHHHHHH,0,2025-09-01T16:02:01Z
UgwEcg7KsRIblbZPnul4AaABAg,@your_silentshadow,"Let's goooo, CHOSOOO!!!",0,2025-09-01T16:00:53Z
Ugzbon0I558_I59m8Yl4AaABAg,@Angelaanime4747,Is gojo in the season 3 crunchyroll please answer my question ❓❓😢😢,0,2025-09-01T16:00:08Z
UgxpGa4OaLUysGCiQ-B4AaABAg,@petterblagrove,Maki is looking menacing🫦,0,2025-09-01T15:59:38Z
UgwAUyijplymOX8F6oV4AaABAg,@OfTheSeraphim_28,I just jujutsued my kaisen until I black flashed 🥀 🥀,2,2025-09-01T15:58:02Z
UgwOrx5QRM69l6tKgyd4AaABAg,@hakimehamdouchi7468,"All These comments about mappa animators not seeing their families. 
You think they're allowed to have families?",0,2025-09-01T15:58:01Z
UgzaBLYc_KZTRPu-QSl4AaABAg,@seyam2004,Hanako-kun and Yuta have same voice actors ?,0,2025-09-01T15:56:59Z
UgwsEAvZ6sN3MTG_TjF4AaABAg,@lxn_s,Hair down maki😭🙏🙏,0,2025-09-01T15:56:39Z
UgwBRTj4WXBPq-LFu2J4AaABAg,@Baijid_hasan,"I deadass thud it was fan animation smh, what has the animation happened to jjk",0,2025-09-01T15:56:19Z
UgxcWJDXCmys-qffpWt4AaABAg,@tonymurandi2386,"Crunchyroll hasn't indicated here, but it's the culling game part 1. Soooooo, will this season be split into two cours??",1,2025-09-01T15:55:26Z
UgxZbzf8OusM22mJ0wB4AaABAg,@burn1none,Holy moly,0,2025-09-01T15:54:40Z
Ugw7rATOtutrpkEqmEB4AaABAg,@nelsonrodjowadu13,Bedeh baddas bet🔥🔥🔥,0,2025-09-01T15:54:33Z
Ugz9GUE52M_6cmLmEDR4AaABAg,@GokuFan7,🔥,0,2025-09-01T15:54:03Z
UgzSGNyJsYgKijDcKUl4AaABAg,@eysho7,"idc what others say, this is one of the best anime in this generation.

absolute cinema🙌",1,2025-09-01T15:52:54Z
UgwpXvZnDfqR9_O3P4N4AaABAg,@MrDJrodrig,1:17 Mommy??,0,2025-09-01T15:51:41Z
Ugy07zDcacR_YjuGgSF4AaABAg,@jomelmontero5668,Maki vs zenin clan will be peak. !,0,2025-09-01T15:51:23Z
UgxmRQydvmMAaoNDsNl4AaABAg,@Zovdolin,Что же так долго...очень круто!,0,2025-09-01T15:51:09Z
UgyMulcwqv4LpK14WkV4AaABAg,@Mattu_draws,"Can't wait to hear

NAH I'D WIN!!",1,2025-09-01T15:51:07Z
Ugyg2zU13p93DGyym_h4AaABAg,@BalkeesBalkees-en8io,1:16 MAKI ZENIN 🖤🔥,147,2025-09-01T15:50:49Z
Ugw5zWFm9pd4yP6M3H14AaABAg,@AshaVadkar80,"Well mappa did too late
Hope for quick now😢😢😢",0,2025-09-01T15:50:25Z
UgyF7MfuUjSlWnwuXst4AaABAg,@AnthonyMartinez-q6r,ARE WE GETTING GOJO VS SUKUNA !?!?!?!,0,2025-09-01T15:48:22Z
UgwH7a7rerUok_OVEdR4AaABAg,@AmanChaurasiya-e7w3s,❤❤,0,2025-09-01T15:48:21Z
UgwMsLIkdm38y97BDvl4AaABAg,@rebe5179,termite music,0,2025-09-01T15:47:25Z
UgyXgRbbTmfGwROsdxt4AaABAg,@catjo10873,We are not humans... we are jujutsu sorcerers,0,2025-09-01T15:46:55Z
Ugxqog3eer5oQaWcEdR4AaABAg,@Jeff-v2x2q,the way i’ve missed this series airing weekly y’all don’t even understand,0,2025-09-01T15:46:13Z
Ugz8inU7EoMSTYHPbUd4AaABAg,@jayden8064,how nice of yall to give us a heads up on our next trauma,0,2025-09-01T15:45:20Z
UgyRabsq4j52abhSSmV4AaABAg,@Slim_02,I think that translation in TOHO animation channel is more accurate,0,2025-09-01T15:44:21Z
UgyMB1_yr2zA9cuxPtx4AaABAg,@salmansensei5968,WHERE IS THE GOAT KINJI HAKARI???,0,2025-09-01T15:44:01Z
UgxUl3kmdyAE4YyKBgp4AaABAg,@Saintfirenox,I wanna see Kirara so bad😂😫,1,2025-09-01T15:43:17Z
UgxuwHjfUhD_Db_DUXV4AaABAg,@legendarysgammer4483,Baby were is our gojo😢,1,2025-09-01T15:42:48Z
UgyQMWtcUJe3catZMTF4AaABAg,@YakubJan-h9g,"Dang, that's kind of a trailer I love, I'm eagerly waiting for another showdown 🔥🔥🔥🔥🔥🔥🔥",0,2025-09-01T15:42:24Z
UgwohRlFgyKHyyKa7Lh4AaABAg,@Yaelhdz5,BAKA,0,2025-09-01T15:42:20Z
Ugx732U77OTVhHsoTmd4AaABAg,@ailinmerlo2758,Maki and Maiii😭😭😭,0,2025-09-01T15:42:12Z
UgzP_rlFHTPVbVliEmp4AaABAg,@quinnholloway5400,Here comes a very controversial character...(Angel Girl),0,2025-09-01T15:40:51Z
UgzGIpBJhTvUc0z9e694AaABAg,@Strcsds54691,"One word 

Beautiful",0,2025-09-01T15:40:46Z
UgzfgMIJM14wezO6ef14AaABAg,@Absolutelydefinitelycinematic,Absolute Cinema,0,2025-09-01T15:40:31Z
